0.008595831513,0.02204961364
0.04520276963,0.05112751893
0.110702639,0.07977152584
0.2044985936,0.1076745159
0.3257166954,0.1345729425
0.4732255981,0.1602151283
0.6456481968,0.184361517
0.8413746883,0.2067866115
1.058577656,0.2272810153
1.295229148,0.2456533686
1.549119624,0.2617321291
1.81787858,0.2753671715
2.098996691,0.2864311875
2.389849234,0.2948208747
2.6877206,0.3004579004
2.989829646,0.3032896329
3.293355661,0.3032896329
3.595464707,0.3004579004
3.893336073,0.2948208747
4.184188616,0.2864311875
4.465306727,0.2753671715
4.734065684,0.2617321291
4.987956159,0.2456533686
5.224607652,0.2272810153
5.441810619,0.2067866115
5.63753711,0.184361517
5.809959709,0.1602151283
5.957468612,0.1345729425
6.078686714,0.1076745159
6.172482668,0.07977152584
6.237982538,0.05112751893
6.274589476,0.02204961364
